Materias_inscritas;Promedio_estudiantil;Situacion_economica;Situacion_familiar;Horas_estudio_por_semana;Edad;Desercion
6;96;media;estable;18;29;0
2;15;baja;inestable;29;26;0
7;94;baja;estable;33;25;1
1;3;baja;estable;5;27;1
2;51;alta;inestable;28;18;0
6;19;baja;inestable;37;25;0
3;47;media;estable;23;22;0
5;95;baja;estable;7;18;1
4;97;alta;estable;5;21;0
3;50;baja;estable;10;24;1
2;44;alta;inestable;4;29;0
1;79;alta;inestable;21;22;0
7;92;alta;inestable;3;28;0
6;48;alta;estable;9;20;0
3;92;media;inestable;18;29;1
7;55;alta;inestable;19;28;0
7;2;media;estable;23;21;0
5;41;media;estable;28;19;1
6;70;baja;estable;20;25;1
2;41;baja;estable;3;29;1
6;84;alta;estable;2;19;1
6;98;baja;estable;17;28;0
1;100;alta;inestable;2;23;0
4;28;baja;estable;30;24;0
7;94;alta;estable;9;24;0
2;16;baja;inestable;38;18;0
1;84;baja;inestable;19;25;1
7;27;media;inestable;18;26;1
4;59;baja;inestable;31;24;0
1;86;baja;inestable;29;25;1
4;94;alta;estable;24;21;0
4;91;media;estable;37;29;1
4;46;alta;inestable;17;25;0
1;10;baja;inestable;32;20;0
6;64;alta;inestable;15;18;0
4;59;media;inestable;34;25;1
6;87;alta;estable;10;28;0
7;60;baja;inestable;20;29;0
7;76;alta;inestable;27;23;0
2;42;baja;estable;9;26;0
5;38;media;estable;9;20;1
6;90;media;estable;20;25;1
7;0;alta;inestable;27;26;0
5;8;media;inestable;36;26;0
4;84;alta;estable;27;29;0
5;73;baja;inestable;33;24;0
5;8;alta;inestable;22;29;1
4;2;baja;estable;3;28;1
6;28;media;estable;4;27;1
4;85;baja;estable;22;20;0
2;41;baja;inestable;13;20;0
3;42;baja;estable;9;19;0
1;93;baja;inestable;19;18;1
4;23;baja;inestable;27;19;1
4;2;alta;inestable;20;22;0
5;7;baja;estable;32;18;0
2;44;baja;estable;30;27;0
7;25;baja;estable;29;21;0
7;98;baja;inestable;39;28;0
5;50;baja;estable;12;27;0
6;94;baja;estable;26;27;0
4;54;media;inestable;34;18;0
4;32;alta;inestable;23;29;0
5;34;baja;estable;32;27;0
4;79;alta;estable;17;25;0
6;10;media;inestable;24;29;0
3;48;media;inestable;2;22;1
1;78;baja;inestable;39;27;1
1;24;alta;estable;32;21;0
1;77;baja;estable;20;20;0
3;72;media;inestable;28;26;0
4;9;media;estable;7;23;0
5;86;alta;estable;1;29;0
7;44;baja;estable;35;18;1
2;5;alta;inestable;16;25;0
4;27;alta;estable;11;27;0
3;12;media;inestable;22;19;0
6;76;alta;estable;17;26;1
3;63;media;inestable;26;28;0
7;29;baja;inestable;19;24;1
1;4;alta;estable;28;20;0
4;70;alta;estable;34;21;1
7;54;baja;inestable;8;20;0
1;89;alta;inestable;13;23;0
2;86;baja;estable;17;26;1
6;51;media;inestable;38;27;0
1;27;media;inestable;15;26;0
2;23;alta;estable;15;18;0
3;96;media;estable;26;27;0
1;76;media;estable;17;23;0
1;48;baja;estable;20;18;0
5;97;media;inestable;36;28;0
6;76;media;estable;21;21;0
6;94;media;estable;26;24;0
7;92;baja;estable;2;21;0
3;94;alta;estable;28;26;1
5;47;baja;inestable;28;27;1
7;30;alta;inestable;14;22;1
2;23;alta;estable;9;26;1
7;93;media;estable;37;18;0
2;70;media;estable;17;29;0
3;19;baja;estable;26;21;0
6;1;baja;inestable;1;24;0
2;81;baja;inestable;17;19;0
3;75;media;inestable;20;26;0
7;57;alta;inestable;16;20;0
2;53;baja;estable;24;21;0
4;84;alta;inestable;8;29;0
1;38;media;inestable;17;21;0
7;18;media;estable;37;25;0
6;69;media;inestable;23;19;1
7;72;media;inestable;36;22;0
4;3;alta;inestable;36;19;0
3;19;alta;estable;38;29;0
3;2;baja;estable;36;23;0
7;72;alta;estable;0;26;1
4;90;alta;estable;37;29;0
7;61;alta;inestable;5;26;1
1;68;baja;inestable;2;18;0
1;67;alta;estable;2;21;0
5;18;alta;estable;20;21;0
2;100;alta;estable;25;18;0
5;15;media;inestable;16;27;1
1;21;alta;inestable;1;19;0
4;79;baja;estable;19;23;0
2;20;baja;estable;18;27;0
4;55;baja;estable;30;20;0
5;59;baja;estable;11;26;0
3;33;media;estable;9;20;1
4;68;baja;estable;10;20;1
5;79;media;estable;12;26;0
5;65;media;estable;24;20;0
5;12;media;inestable;20;23;0
3;95;baja;estable;13;23;0
3;77;baja;inestable;15;18;0
7;20;media;estable;15;24;0
3;59;media;inestable;39;26;1
2;67;baja;estable;9;26;0
3;73;alta;estable;20;26;0
3;45;alta;inestable;28;19;0
3;15;alta;estable;0;18;1
4;54;baja;inestable;40;23;1
3;10;baja;inestable;30;23;0
2;32;media;inestable;27;21;0
5;85;baja;estable;16;25;0
4;49;baja;inestable;22;22;1
1;51;baja;estable;10;24;0
3;74;media;inestable;1;26;0
7;91;media;estable;33;18;0
7;61;alta;inestable;20;26;1
5;97;alta;inestable;6;21;0
5;40;baja;estable;31;24;1
4;10;baja;estable;30;28;0
7;6;media;estable;7;21;0
1;78;alta;estable;17;21;0
6;83;alta;estable;17;21;1
7;15;alta;estable;30;23;0
7;28;baja;estable;34;22;0
2;4;baja;estable;4;19;0
6;84;baja;estable;23;26;0
5;63;media;inestable;20;28;1
6;14;alta;inestable;20;23;1
7;5;media;inestable;6;27;1
5;48;alta;inestable;21;23;0
6;86;baja;estable;34;26;0
5;50;media;inestable;13;18;1
5;41;media;inestable;17;24;0
4;92;baja;inestable;32;20;0
1;64;alta;estable;4;21;0
5;4;alta;estable;20;18;0
2;72;alta;inestable;12;20;1
7;78;alta;inestable;0;24;0
7;96;baja;inestable;9;23;0
2;23;baja;estable;4;18;0
3;36;baja;inestable;4;26;0
5;52;baja;inestable;28;21;1
5;5;media;estable;9;24;0
5;38;media;inestable;37;21;0
6;74;media;inestable;20;24;1
5;88;baja;inestable;18;22;0
5;61;alta;inestable;17;18;0
2;81;media;inestable;28;21;1
1;85;media;inestable;18;20;1
1;59;baja;inestable;5;23;1
3;40;alta;inestable;35;23;0
2;77;alta;estable;17;18;0
5;9;alta;inestable;3;28;1
1;80;baja;inestable;21;19;0
4;92;alta;inestable;26;29;0
4;69;media;estable;11;19;1
4;6;media;inestable;32;29;0
5;4;media;estable;27;27;0
5;26;baja;inestable;26;21;1
3;34;alta;estable;20;26;0
7;54;baja;estable;38;28;0
3;16;alta;estable;11;19;1
3;6;baja;inestable;23;28;1
6;60;media;inestable;12;25;1
4;64;baja;estable;30;28;0
5;14;baja;inestable;2;29;0
4;57;baja;estable;2;18;1
3;48;media;inestable;32;29;0
5;74;baja;inestable;17;25;1
2;51;baja;estable;14;20;0
1;25;media;estable;24;22;0
1;42;alta;inestable;28;18;0
3;52;baja;estable;20;18;0
7;55;media;estable;20;23;0
4;77;baja;inestable;38;20;0
2;76;media;estable;24;25;0
5;67;alta;inestable;16;21;0
7;100;alta;inestable;32;23;0
4;32;baja;estable;21;27;1
3;13;media;estable;10;29;0
4;76;alta;estable;8;26;1
3;16;alta;inestable;16;25;0
6;38;media;estable;34;21;0
1;47;baja;inestable;2;27;0
7;5;alta;estable;9;25;0
1;21;alta;estable;36;24;0
4;86;alta;inestable;5;22;1
2;36;baja;estable;25;24;0
5;99;alta;estable;9;24;0
3;42;media;inestable;24;27;0
5;44;baja;estable;15;19;1
1;98;alta;estable;4;24;0
2;95;media;inestable;20;20;0
2;64;media;estable;27;25;0
5;3;baja;estable;27;25;0
1;67;media;inestable;25;26;0
5;96;baja;estable;20;28;0
4;56;baja;estable;21;21;0
2;33;baja;estable;25;27;0
2;29;media;inestable;28;20;0
4;38;baja;estable;26;26;1
1;78;baja;inestable;23;26;1
2;95;media;estable;6;19;0
7;89;baja;estable;8;23;1
6;38;alta;estable;10;20;1
6;71;media;estable;37;22;0
6;89;media;estable;30;19;0
3;16;media;estable;22;21;0
7;93;alta;estable;10;28;1
3;98;baja;estable;4;20;0
1;11;media;estable;36;19;0
4;5;media;inestable;36;23;0
5;28;media;estable;4;28;1
7;13;alta;inestable;32;20;0
1;0;alta;inestable;18;21;0
5;90;alta;estable;13;23;0
1;38;baja;inestable;30;29;0
3;5;baja;inestable;20;29;1
6;96;alta;inestable;31;22;0
4;43;baja;inestable;20;21;0
3;40;alta;estable;13;29;0
4;94;baja;inestable;13;21;0
7;100;baja;estable;13;19;0
5;31;alta;inestable;20;29;1
1;96;media;inestable;11;27;0
2;83;media;inestable;18;21;0
2;4;baja;estable;20;29;1
4;46;baja;estable;29;25;0
6;16;baja;estable;20;22;0
6;32;baja;estable;26;28;0
4;41;baja;inestable;20;27;0
3;22;baja;estable;13;27;1
2;69;alta;inestable;20;25;1
3;49;media;estable;4;23;1
5;28;media;inestable;20;29;0
2;63;alta;inestable;3;27;1
5;3;alta;estable;20;22;0
1;6;media;inestable;40;21;1
3;78;media;inestable;4;27;1
4;61;baja;inestable;33;26;0
2;58;media;inestable;5;27;1
3;20;baja;inestable;27;22;0
4;15;baja;estable;26;27;1
1;69;media;estable;36;28;0
2;12;baja;inestable;5;23;1
5;7;baja;inestable;13;24;0
1;96;alta;estable;4;28;0
6;60;media;estable;16;29;1
4;2;alta;estable;36;28;0
2;45;baja;inestable;31;18;0
2;61;baja;inestable;29;26;0
7;22;alta;estable;21;29;0
7;7;alta;estable;20;25;1
1;19;alta;estable;18;29;0
2;29;baja;inestable;6;28;1
4;74;media;inestable;34;22;0
1;53;baja;inestable;11;20;0
5;19;alta;estable;2;22;1
1;1;media;inestable;5;22;1
1;97;alta;estable;24;26;0
5;16;baja;estable;24;24;0
6;14;media;estable;10;19;1
7;64;media;inestable;29;22;0
4;68;baja;inestable;31;26;0
6;97;alta;inestable;37;28;0
6;68;alta;inestable;23;19;0
6;71;alta;inestable;31;25;0
7;67;baja;inestable;30;29;0
3;42;alta;estable;10;20;0
7;11;media;estable;12;21;0
6;99;alta;inestable;19;19;0
3;93;alta;inestable;1;26;1
5;82;media;inestable;12;23;1
7;21;media;estable;19;26;0
4;91;alta;inestable;4;28;0
6;93;media;estable;5;25;0
2;69;baja;inestable;20;29;1
5;19;media;estable;29;26;0
3;14;baja;estable;33;22;0
7;7;media;inestable;22;23;0
4;36;baja;estable;19;24;0
1;27;baja;estable;15;22;1
4;10;alta;estable;8;18;0
4;69;media;estable;6;26;0
6;26;media;inestable;20;19;0
6;41;media;estable;19;24;0
7;74;baja;estable;32;29;0
7;82;alta;estable;28;25;0
3;75;media;inestable;8;25;1
7;80;alta;inestable;20;18;0
3;7;alta;estable;18;27;0
6;58;baja;inestable;17;24;1
6;59;media;inestable;22;26;0
2;94;alta;inestable;39;28;0
2;61;media;inestable;33;28;0
5;18;media;inestable;36;20;0
6;42;media;inestable;1;25;0
1;59;alta;inestable;6;25;1
2;50;baja;estable;3;26;1
3;83;baja;estable;11;25;1
4;63;alta;estable;18;22;1
7;65;media;inestable;26;22;1
7;69;media;estable;20;20;1
5;90;baja;inestable;36;29;1
2;47;alta;inestable;38;23;0
4;17;alta;estable;20;27;0
4;19;baja;estable;34;20;0
2;72;alta;estable;19;19;1
1;66;alta;estable;18;24;0
1;39;baja;inestable;31;27;0
5;17;baja;estable;4;20;0
1;11;alta;estable;35;21;0
5;82;alta;inestable;27;28;1
3;25;baja;inestable;35;27;1
2;96;baja;inestable;40;25;0
4;32;media;inestable;20;18;0
5;5;alta;inestable;4;26;0
7;57;alta;estable;7;23;1
1;56;baja;estable;20;19;0
7;8;baja;inestable;4;20;0
5;9;media;estable;33;22;0
6;43;media;inestable;12;28;1
5;52;baja;estable;39;29;1
1;26;alta;estable;28;23;0
6;80;media;estable;7;26;1
6;51;baja;estable;19;19;1
1;83;baja;estable;19;22;0
6;63;baja;inestable;20;24;1
2;53;alta;estable;21;28;0
4;12;baja;estable;1;29;1
7;30;baja;estable;27;28;0
2;80;alta;estable;19;24;0
2;48;baja;inestable;32;21;0
1;74;baja;inestable;20;20;0
1;26;media;inestable;9;25;1
7;12;baja;estable;2;19;0
4;45;alta;inestable;20;22;0
5;50;media;inestable;39;29;0
2;42;baja;inestable;18;27;1
6;99;alta;inestable;10;22;0
4;78;baja;estable;20;18;1
2;85;media;estable;11;24;0
5;88;alta;estable;13;21;0
6;18;media;estable;20;27;0
2;28;alta;inestable;26;29;1
3;86;alta;estable;11;19;0
7;82;baja;estable;20;25;0
4;66;alta;estable;15;21;0
7;18;alta;inestable;34;18;0
1;12;baja;inestable;20;25;1
2;96;alta;inestable;39;28;0
6;87;alta;estable;20;24;0
6;37;alta;estable;11;20;0
4;34;alta;estable;8;20;1
4;32;baja;estable;28;24;0
7;44;baja;inestable;21;19;1
6;56;media;estable;24;22;0
6;48;alta;inestable;30;24;0
6;65;baja;inestable;29;23;1
2;82;alta;estable;2;27;0
6;38;baja;inestable;32;24;1
1;46;media;estable;21;19;0
6;32;alta;estable;16;24;0
1;90;media;estable;22;19;0
2;49;media;estable;20;24;0
4;65;media;inestable;6;25;0
1;32;baja;inestable;17;27;1
2;48;alta;estable;13;25;0
6;70;baja;inestable;14;22;1
2;9;baja;inestable;4;24;0
6;27;alta;inestable;6;28;1
7;88;alta;estable;6;25;1
2;94;alta;estable;15;21;0
4;43;alta;estable;36;19;0
1;12;baja;inestable;8;24;0
7;94;alta;estable;17;18;0
4;28;alta;estable;12;29;0
3;39;alta;estable;31;19;0
6;8;media;estable;2;27;1
1;94;alta;estable;8;24;1
4;28;alta;estable;8;29;1
1;3;baja;inestable;40;29;1
3;80;media;estable;23;27;0
5;80;baja;inestable;6;18;1
6;18;media;estable;11;24;0
6;47;baja;inestable;7;22;0
2;66;baja;inestable;5;28;1
6;96;alta;inestable;32;20;0
6;100;alta;estable;20;28;0
4;41;media;estable;25;19;0
7;81;media;inestable;13;24;1
6;84;media;inestable;22;26;1
6;57;alta;estable;20;26;0
3;87;baja;estable;12;27;0
7;58;media;estable;26;27;0
3;15;alta;inestable;6;25;0
1;94;alta;inestable;25;19;0
1;59;baja;inestable;34;18;1
6;66;baja;inestable;5;25;1
6;16;alta;inestable;20;19;0
2;63;baja;estable;3;21;0
1;32;baja;inestable;14;29;0
4;70;alta;inestable;24;21;0
6;21;media;estable;22;19;0
4;6;media;estable;4;21;0
6;96;alta;estable;32;24;0
4;4;media;inestable;20;23;0
5;12;alta;estable;7;27;1
4;93;alta;inestable;36;23;0
7;9;baja;estable;22;21;1
1;13;media;inestable;37;19;0
6;70;alta;inestable;7;22;1
1;30;media;estable;32;28;0
7;3;media;inestable;20;20;1
7;47;media;estable;35;20;1
4;62;alta;inestable;27;21;0
3;3;baja;inestable;15;28;0
3;77;media;inestable;8;28;1
7;78;alta;estable;20;22;0
3;56;media;inestable;24;28;0
6;34;baja;estable;14;19;1
2;97;media;inestable;18;23;0
5;13;alta;inestable;33;23;0
4;76;media;estable;14;25;0
2;23;media;estable;4;19;1
3;22;media;inestable;36;25;0
4;52;baja;inestable;20;25;1
2;79;media;inestable;14;21;0
1;98;alta;inestable;8;24;0
3;26;media;inestable;36;24;1
2;97;media;inestable;20;18;0
6;84;media;estable;25;18;0
1;7;baja;inestable;35;25;0
3;32;alta;estable;1;28;1
5;91;media;inestable;33;18;0
7;90;alta;inestable;20;20;0
3;16;alta;estable;26;23;0
6;57;baja;inestable;15;25;1
5;61;alta;inestable;28;22;0
5;77;media;estable;20;22;1
5;29;baja;inestable;1;21;1
4;45;baja;estable;38;21;0
4;16;alta;inestable;1;24;1
7;66;baja;inestable;20;23;0
5;56;alta;estable;20;25;1
7;5;alta;estable;16;28;0
1;55;baja;inestable;33;23;0
5;88;media;estable;8;28;1
2;69;alta;estable;35;27;0
5;99;baja;estable;20;24;0
4;99;baja;inestable;15;27;0
4;49;alta;estable;26;27;0
2;66;alta;estable;14;22;0
2;34;alta;estable;14;23;0
3;18;alta;estable;29;18;0
1;74;media;estable;12;20;0
1;14;media;inestable;8;29;1
1;36;media;inestable;32;25;0
6;95;media;inestable;32;20;1
4;30;baja;inestable;20;18;0
1;54;alta;inestable;21;20;0
3;85;baja;estable;28;29;0
3;70;baja;estable;20;21;0
1;0;media;inestable;20;25;0
2;95;baja;estable;40;26;0
3;53;media;estable;6;21;1
7;84;alta;estable;24;29;0
2;33;media;inestable;35;24;0
7;71;alta;estable;27;18;1
4;26;media;estable;20;26;0
6;42;baja;inestable;13;28;0
3;86;baja;inestable;11;29;1
2;15;media;estable;34;21;0
7;77;alta;estable;16;26;0
1;24;alta;inestable;28;20;0
7;68;media;inestable;6;28;1
7;2;baja;estable;30;22;0
4;67;alta;estable;22;18;0
5;74;media;inestable;11;28;0
5;71;alta;estable;20;20;0
1;58;baja;inestable;28;22;0
4;96;alta;inestable;0;23;0
4;60;media;inestable;25;25;1
4;85;alta;estable;22;18;0
4;14;alta;estable;20;20;0
5;60;baja;inestable;30;18;0
2;11;baja;inestable;20;22;0
4;62;baja;inestable;11;25;0
2;23;baja;inestable;19;21;1
7;70;media;estable;27;28;0
7;23;alta;inestable;37;26;0
4;77;alta;inestable;6;23;1
3;61;alta;inestable;16;23;0
6;12;alta;estable;3;28;0
3;9;media;inestable;30;22;0
7;64;baja;inestable;18;27;0
6;4;alta;inestable;28;22;0
3;97;alta;inestable;13;28;0
4;46;baja;inestable;34;24;0
2;7;baja;estable;21;25;1
6;50;alta;estable;38;24;0
5;77;baja;estable;3;18;1
1;36;alta;inestable;21;18;0
6;80;alta;inestable;31;27;0
6;42;alta;estable;24;23;1
5;85;alta;inestable;1;20;0
4;56;alta;estable;39;29;0
3;43;alta;inestable;12;26;0
3;64;baja;estable;10;28;1
7;48;media;estable;19;24;1
2;38;media;inestable;22;19;1
4;75;alta;inestable;31;29;0
5;29;baja;estable;20;20;0
4;92;alta;estable;18;25;0
4;79;baja;inestable;21;18;1
3;65;alta;estable;16;22;0
5;50;alta;inestable;37;27;0
1;78;media;estable;34;18;0
6;45;baja;inestable;18;29;0
3;7;baja;inestable;20;26;1
5;5;media;inestable;36;24;0
2;58;media;estable;5;22;0
6;4;media;inestable;10;23;1
6;77;media;inestable;6;28;1
3;67;baja;inestable;7;20;1
7;2;baja;estable;32;20;0
2;31;media;inestable;23;24;0
3;87;alta;inestable;38;24;0
4;61;alta;inestable;9;24;1
7;87;alta;inestable;19;19;0
5;29;alta;inestable;39;19;0
2;48;baja;estable;20;28;0
6;11;baja;inestable;29;29;1
3;88;baja;inestable;8;22;0
6;49;alta;estable;31;21;0
2;81;media;estable;20;24;0
6;17;alta;estable;21;20;0
3;92;baja;estable;24;22;1
7;46;alta;inestable;20;19;0
3;62;media;estable;29;18;0
1;43;media;inestable;26;26;0
6;20;alta;estable;3;21;1
1;47;baja;estable;18;25;0
7;65;baja;inestable;27;29;1
1;31;baja;estable;12;24;1
6;93;alta;estable;13;29;0
2;44;baja;inestable;5;18;0
4;50;alta;estable;17;27;1
7;52;baja;estable;39;28;0
3;27;media;estable;11;24;1
5;88;media;inestable;21;19;0
7;61;baja;inestable;30;20;0
1;28;alta;inestable;1;18;1
2;60;baja;inestable;36;24;0
6;7;alta;inestable;15;20;0
2;45;media;estable;35;23;0
2;30;alta;inestable;2;29;0
6;65;baja;estable;6;24;0
5;61;media;inestable;20;20;0
6;17;alta;estable;14;19;1
5;54;alta;inestable;34;26;0
6;84;media;inestable;0;26;0
1;36;baja;estable;26;24;1
5;85;media;estable;5;22;1
1;29;baja;estable;33;21;0
7;82;baja;estable;31;21;0
5;20;alta;inestable;20;18;0
5;77;baja;estable;20;21;1
6;12;baja;estable;25;24;0
5;98;media;inestable;6;22;0
1;18;media;estable;8;26;1
7;3;baja;estable;20;21;0
6;20;alta;estable;40;28;0
3;23;media;inestable;36;20;0
7;44;alta;estable;24;23;0
7;12;media;inestable;22;21;0
1;21;media;estable;40;28;0
7;86;baja;inestable;22;19;1
3;48;media;inestable;17;22;1
2;47;media;estable;36;21;0
6;16;alta;estable;9;22;1
2;19;media;estable;4;29;0
6;31;media;estable;20;26;0
7;49;alta;estable;4;21;0
6;61;baja;estable;15;23;0
1;14;baja;inestable;17;21;1
3;41;media;inestable;22;18;0
6;10;media;estable;20;19;0
3;36;alta;inestable;9;23;0
6;67;baja;estable;15;25;1
3;37;baja;estable;20;26;1
2;80;baja;inestable;24;21;0
1;60;alta;estable;29;23;0
6;60;alta;inestable;19;20;0
4;92;alta;estable;10;29;0
3;14;media;inestable;25;26;0
3;27;baja;estable;22;25;0
4;86;media;inestable;7;29;0
1;66;media;inestable;16;18;0
3;20;alta;estable;17;19;1
1;28;baja;estable;39;27;0
3;60;media;inestable;34;26;0
7;15;baja;estable;29;27;0
5;42;media;estable;36;20;0
7;23;alta;estable;29;20;0
3;95;media;estable;20;27;0
5;30;alta;estable;2;26;1
6;97;baja;estable;20;20;0
1;84;media;inestable;30;27;1
3;12;media;inestable;23;29;0
2;24;alta;estable;7;28;1
2;5;alta;inestable;14;22;0
4;85;baja;estable;13;23;0
2;78;alta;inestable;10;20;1
5;42;baja;estable;14;27;1
2;81;media;estable;21;25;0
2;94;baja;estable;34;19;0
2;50;baja;inestable;30;23;0
3;74;baja;estable;33;19;0
4;88;media;estable;35;26;1
1;40;media;inestable;17;23;0
4;88;alta;inestable;14;26;0
5;81;baja;estable;2;21;1
3;34;media;inestable;37;29;0
6;43;baja;inestable;20;20;1
3;13;baja;estable;30;19;0
7;55;baja;estable;15;25;0
2;83;media;estable;38;21;0
2;57;baja;estable;17;19;1
5;42;baja;inestable;33;28;1
6;58;alta;estable;11;26;0
7;54;baja;estable;20;29;1
3;36;alta;estable;20;25;1
6;33;baja;inestable;40;22;0
1;45;alta;estable;21;25;0
4;47;media;estable;20;22;0
3;89;media;estable;31;24;0
6;39;baja;inestable;32;22;1
1;19;alta;estable;17;22;0
1;41;media;estable;15;21;0
7;71;baja;estable;8;22;1
7;63;baja;estable;39;24;1
4;22;alta;inestable;38;20;0
1;50;alta;inestable;30;21;0
5;98;baja;estable;12;25;0
1;11;alta;inestable;10;23;0
6;50;alta;inestable;40;25;0
7;2;media;estable;3;28;1
5;6;alta;estable;34;19;0
7;36;baja;inestable;14;26;0
7;19;alta;estable;20;24;1
7;87;baja;estable;33;22;0
1;57;baja;estable;4;28;1
2;88;alta;estable;14;24;0
1;18;alta;inestable;38;19;0
7;26;alta;estable;28;28;0
5;76;media;inestable;30;21;0
1;85;media;estable;30;24;0
7;35;alta;estable;2;19;1
7;59;baja;inestable;20;25;1
1;22;alta;inestable;20;27;0
1;83;media;inestable;15;27;0
5;29;media;inestable;16;28;1
1;82;alta;estable;31;22;0
4;90;baja;estable;1;22;1
6;38;baja;inestable;26;25;1
4;65;media;estable;0;29;1
5;33;media;estable;20;18;1
2;8;media;estable;16;23;0
4;84;baja;inestable;20;19;1
7;83;media;inestable;6;18;1
6;71;media;inestable;22;29;0
3;49;baja;inestable;27;24;1
6;84;media;inestable;9;29;1
4;79;media;inestable;20;21;0
3;0;alta;inestable;36;18;0
5;1;media;estable;20;27;0
6;68;alta;estable;6;28;0
2;34;media;inestable;25;28;0
3;73;media;estable;24;23;0
3;44;alta;estable;1;27;0
6;9;media;inestable;4;29;0
4;62;alta;estable;20;23;1
3;25;media;estable;20;29;1
5;78;alta;inestable;10;20;1
6;2;alta;inestable;18;23;0
5;78;media;estable;15;27;0
6;45;media;inestable;36;26;0
5;38;alta;inestable;20;23;1
4;100;baja;estable;20;18;0
6;79;media;inestable;21;27;1
7;49;media;estable;4;23;0
2;59;baja;inestable;19;25;1
4;86;baja;estable;33;24;1
5;18;alta;inestable;8;25;0
6;9;media;estable;4;28;1
4;3;alta;inestable;13;29;1
5;96;media;estable;16;25;0
1;38;baja;inestable;12;26;1
1;76;alta;estable;20;20;0
3;74;media;inestable;10;24;0
2;42;media;estable;27;23;0
1;71;baja;estable;15;19;1
7;92;baja;inestable;25;22;0
5;97;media;inestable;21;20;0
4;36;baja;estable;22;28;0
6;84;baja;inestable;10;22;1
4;17;alta;estable;21;28;0
3;28;media;estable;20;26;1
4;93;alta;estable;20;25;0
1;45;baja;estable;23;26;0
4;49;media;estable;7;26;0
1;16;baja;estable;10;28;1
1;22;baja;inestable;9;25;1
2;5;media;estable;3;25;1
3;90;baja;estable;14;28;1
7;34;alta;estable;39;28;0
7;36;media;estable;14;23;1
5;88;baja;estable;18;23;0
7;48;baja;inestable;26;23;0
1;2;baja;inestable;26;27;1
6;39;media;estable;20;23;0
3;59;alta;estable;20;28;0
5;34;baja;estable;32;29;0
7;39;baja;inestable;38;26;1
7;58;baja;inestable;9;27;1
6;3;media;estable;25;18;0
4;40;baja;inestable;35;27;0
3;54;baja;estable;25;23;0
6;4;baja;estable;39;25;0
7;64;media;inestable;4;18;1
3;30;alta;inestable;18;28;0
3;59;media;inestable;39;28;0
7;42;alta;inestable;15;23;0
4;8;alta;inestable;30;26;0
4;90;media;estable;1;23;0
7;57;baja;inestable;28;19;1
3;15;alta;estable;37;18;0
6;69;baja;inestable;15;21;0
2;87;alta;estable;1;23;1
1;88;baja;inestable;1;27;1
4;33;baja;inestable;36;27;0
7;34;media;estable;29;26;0
2;84;baja;inestable;4;22;0
4;95;alta;estable;2;24;1
3;76;baja;inestable;32;23;1
7;37;baja;estable;32;23;1
2;49;baja;estable;5;26;1
7;93;alta;inestable;12;22;1
6;11;alta;inestable;31;19;1
6;96;alta;inestable;21;25;0
5;29;baja;inestable;38;28;1
1;43;media;inestable;19;20;0
1;86;alta;estable;27;26;0
4;88;baja;inestable;20;22;1
1;93;alta;inestable;38;18;0
7;95;media;estable;16;21;0
7;93;baja;estable;9;26;1
5;91;alta;inestable;13;18;1
6;1;alta;estable;20;25;0
2;73;media;inestable;20;25;0
2;99;alta;estable;14;26;0
6;8;baja;estable;22;26;0
3;70;baja;estable;5;23;0
6;11;media;inestable;0;22;0
2;33;media;estable;11;29;1
4;78;media;inestable;24;29;1
5;48;baja;inestable;28;24;0
6;50;media;inestable;33;26;0
3;11;alta;estable;37;22;0
4;5;alta;inestable;16;29;0
6;25;baja;estable;30;20;0
4;68;alta;estable;3;26;1
6;48;media;inestable;20;27;0
4;50;alta;inestable;5;18;1
7;73;media;inestable;18;18;0
1;84;alta;inestable;8;27;1
4;91;baja;inestable;11;28;1
7;40;media;estable;26;29;1
1;10;alta;estable;14;21;0
2;46;baja;inestable;22;19;0
1;13;alta;inestable;16;24;1
4;15;baja;inestable;7;19;1
5;43;alta;estable;3;24;0
5;57;media;estable;20;25;0
2;20;media;inestable;2;29;0
4;13;media;inestable;25;28;0
1;75;media;estable;32;25;0
5;25;media;estable;14;20;0
6;72;alta;inestable;15;26;1
3;2;alta;inestable;33;27;0
4;87;alta;estable;9;27;0
7;48;alta;estable;5;27;0
7;40;media;estable;20;23;0
6;18;baja;estable;26;21;0
6;11;media;estable;24;25;0
4;54;alta;inestable;29;21;0
3;1;media;inestable;2;21;1
5;27;media;estable;17;28;0
3;41;media;estable;10;25;1
2;64;baja;estable;20;21;0
1;28;media;estable;35;18;0
1;2;media;inestable;11;23;0
6;86;baja;inestable;4;29;0
5;7;media;inestable;10;25;1
3;77;media;inestable;4;20;0
6;27;media;estable;13;19;0
4;41;media;estable;22;23;0
6;84;media;inestable;39;18;1
4;2;alta;estable;16;28;0
4;59;media;inestable;20;22;0
2;50;baja;estable;7;23;1
2;77;media;estable;7;25;0
4;18;alta;inestable;8;24;1
5;3;baja;estable;30;23;0
2;86;baja;estable;2;19;0
2;6;media;estable;40;29;0
1;40;alta;inestable;21;25;0
6;15;media;estable;20;25;1
1;64;alta;estable;14;28;0
5;52;alta;estable;28;22;0
2;54;media;inestable;19;20;0
7;19;alta;estable;13;29;0
2;89;media;estable;11;28;1
3;3;alta;inestable;37;25;0
5;36;baja;estable;12;22;0
7;81;media;estable;17;20;0
6;80;alta;estable;14;26;0
